"La posizione dell'hotel è centralissima, le camere sono pulite e silenziose, la colazione buona ed il personale molto disponibile e gentile","polite"
"il bagno era ampio, seppure senza finestra, e con le dotazioni di cortesia","n/c "
"Il personale professionale e cortese","polite"
"hotel sovraffollato e la colazione di scarsa qualità","n/c "
"Il personale è cortese così come ottimo il servizio e la qualità del ristorante","polite"
"Camera piuttosto spaziosa, pulita, comoda e molto silenziosa","n/c "
"Insomma mi sono trovato bene e sicuramente tornerò in questo hotel quando sarò per lavoro nella bellissima Trento","n/c "
"Abbiamo soggiornato una notte e lo consiglio a chi non ha molte pretese","n/c "
"Camera essenziale, non nuovissima, con un po' di odore di chiuso ma silenziosa","n/c "
"Prezzo abbordabile","n/c "
"Il ristorante annesso all'hotel nel complesso e' buono","n/c "
"Garage piccolino per chi non ha voglia di fare troppe manovre consiglio il parcheggio a pagamento all'esterno","n/c "
"Personale molto gentile","polite"
"La colazione a buffet era ottima, anche la cena era molto buona","n/c "
"Camera essenziale, ma molto pulita, con tv e tutto il necessario","n/c "
"Personale gentile e accogliente","polite"
"Posizione un po' fuori dal centro ma raggiungibile comodamente con autobus e anche a piedi di giorno","n/c "
"Personale professionale, alcuni veramente molto disponibili e cortesi","polite"
"Camera di buone proporzioni, verso il cortile interno, molto tranquilla","n/c "
"Ottima colazione, abbondante e con molta scelta sia nella parte dolce che nella parte salata","n/c "
"Da ritornarci sicuramente","n/c "
"Staff disponibile e cortese","polite"
"Si tratta di un hotel con annesso ristorante - pizzeria veramente molto buono, la struttura è gradevole e moderna, il personale molto garbato e paziente, soprattutto con i bambini: decisamente consigliato","calm;modern; "
"Posto un po' tristarello, camere vecchiotte e spoglie, bagno minuscolo","n/c "
"La cucina è passabile ma niente di chè","n/c "
"La posizione è buona perchè è vicino al centro, al lungo mare e alla spiaggia","n/c "
"Rimane sulla strada quindi fatevi dare camere sull'interno","n/c "
"La piscina è bella infatti salvo solo quella","n/c "
"Il personale è gentile","polite"
"camere piccole, cibo mediocre,miniclub patetico, piscina minuscola e sporca ma soprattutto piena di bambini chiassosi","n/c "
"Ma la cosa peggiore e' la location sul bordo della strada trafficata con autobus e pullman a tutte le ore","n/c "
"Abbiamo passato delle serene vacanze, il personale disponibile e cortese , soggiorno nel complesso positivo","polite"
"La piscina è molto bella e le animatrici molto simpatiche","n/c "
"Riccione inoltre e' un paese in cui , la sera non ci si annoia , ma per chi lo desidera , di giorno vengono organizzate delle escursioni in bicicletta un po per tutti i livelli","desire"
"all'Hotel Milano Helvetia i bambini si divertono moltissimo, c'è animazione tutto il giorno e anche la sera con balli per i piccoli e per i grandi","amusement"
"Le camere sono spaziose e offrono tutto quello che serve, consiglio quelle all'interno (che pero' non hanno il balcone) perché quelle con vista mare sono affacciate sulla strada che è molto trafficata sia di giorno che di notte","n/c "
"Ringrazio Emiliano e il suo staff per la bellissima vacanza","n/c "
"Estrema cortesia ed educazione dei vari addetti alla reception e del Portiere di notte","n/c "
"Ottimo il parcheggio sul retro, con la massima discrezione per l'accesso secondario","n/c "
"Tranquillità nelle camere che danno sul retro e confort di servizi: buon letto,acqua calda ed a sufficienza, climatizzazione estiva ed invernale( ci ho alloggiato ben 4 volte in periodi stagionali diversi)","calm"
"Ottima la qualità della colazione e soddisfacente la quantità e la diversità del cibo","satisfaction"
"Cosa chiedere di più","polite"
"Colazione soddisfacente e con buona scelta","satisfaction"
"Ottima la posizione, a piedi si raggiungono le principali attrazioni della città","n/c "
"Strada silenziosa seppur centrale","n/c "
"Personale gentile anche se un pò freddino","polite"
"Sono stata in questo albergo per un fine settimana a guigno 2011","n/c "
"Il personale era gentile e disponibile","polite"
"La camera un po' piccola unico neo, forse da rivisitare con bagno piccolo seppur completo di tutti i servizi","n/c "
"Ristorante a la carta di buon livello con antipasto e insalate a buffet forse un po' monotono ma di qualità","annoyance"
"ottima posizione a due passi dal mare in una zona tranquilla, pulizia eccellente , cucina ottima,personale in sala meraviglioso (un bacio enorme a Sergio da Fede e Fillippo), proprietari cordiali, disponibili, simpatici e sempre con un sorriso","polite"
"insomma cosa aggiungere","n/c "
"Grazie a Chiara e Loretta per il lavoro che svolgono con passione ed amore e per fare in modo che quando si parte si abbia gia' voglia di ritornare","love"
"La pulizia delle stanze, la gentilezza dello staff","polite"
"Per il resto è stata una grossa delusione, con un bagno orribile, col rubinetto del lavandino non funzionante e nulla come accessori","disappointment"
"Stanza fatiscente e pessima colazione","n/c "
"In compenso il personale si è dimostrato piuttosto gentile","polite"
"Pessimo rapporto qualità/prezzo","n/c "
"Il fatto che sia un due stelle non perdona l'orribile stato dell'albergo","n/c "
"Anche le persone che passavano durante la notte per i corridoi facevano un baccano infernale e nessuno diceva nulla","n/c "
"L'hotel è in una posizione perfetta, strategica per chi vuole girare la città anche o soprattutto a piedi, comunque vicino alla metro, all'inizio del vivace quartiere latino","n/c "
"in una strada molto tranquilla e silenziosa","n/c "
"Le camere sono spaziose e pulite","n/c "
"La zona è inoltre ricca di negozi, ristoranti e bar","n/c "
"E' un albergo senza grandi pretese ma in cui si sta bene","happiness"
"Se si considera la posizione centrale ed il fatto che Parigi è costosa (in generale) secondo me ha un buon rapporto qualità/prezzo","n/c "
"moquette e comunque camera piccola ma essenziale, nello standard parigino","n/c "
"assolutamente DELUDENTE","disappointment"
"non capisco le recensioni degli altri viaggiatori vista la totale assenza di pulizia","n/c "
"la pulizia della camera assolutamente insufficiente","n/c "
"l'odore che proveniva dal bagno sprovvisto di ventola rendeva difficile stare in camera","n/c "
"la pulizia del bagno stesso: al nostro arrivo era pieno di peli e capelli","n/c "
"Pensavamo si trattasse di una spiacevole coincidenza quindi abbiamo richiesto di cambiare camera ma anche nella seconda camera abbiamo riscontrato le stesse problematiche","irritation"
"il rapporto qualità/prezzo assolutamente insufficiente per 120€ a notte mi aspetto che almeno le lenzuola siano pulite invece per ben 2 volte le lenzuola erano sporche quindi non era una coincidenza","n/c "
"Ottimo rapporto qualità/prezzo: difficile trovare di meglio a Parigi","n/c "
"- Camera pulita e sempre ben riordinata","n/c "
"- Si trova in un quartiere tranquillo e silenzioso","n/c "
"- Colazione abbondante","n/c "
"Abbiamo trascorso delle giornate meravigliose, Vienna e proprio bella e pulita,posti romantici come il castello di Shonbrunn con il parco da favola","sadness"
"Ottimo rapporto qualità-prezzo, la camera è carina, personale disponibile, noi abbiamo avuto un problema in bagno, il lavandino intasato e nel giro di qualche ora il problema è stato risolto","n/c "
"posizione comoda alla metropolitana, anche se un po' complicato capire la direzione da prendere all'uscita della metro","confusion"
"Vale la pena spendere 10 minuti per andare nel centro se potete approfittare di un'offertaInizio dicendo che sono rimasto veramente sorpreso, in relazione a quanto ho pagato non mi aspettavo assolutamente un hotel del genere","surprise"
"Posizione: abbastanza centrale, vicino a fermata di tram, treno,bus e metro (linea verde)","n/c "
"Zona molto pulita e attrezzata, di fronte l'albergo è presente un grande supermercato e la McDonalds","n/c "
"Albergo: molto elegante, pulito, con camere ben arredate e spaziose, provviste di tutti i confort (tv, cassaforte, frigobar, climatizzatore/pompa di calore, asciugacapelli, tovaglie, sapone etc)","n/c "
"Il wi-fi è gratuito nella hall, mentre a pagamento nelle camere","n/c "
"Personale gentile","polite"
"Prezzo: molto competitivo, matrimoniale per 3 notti, nella settimana di ferragosto, a 164 euro (NB la colazione NON è inclusa, il suo prezzo è di 17 euro al giorno)","n/c "
"Lo consiglio a tutti","n/c "
"""Hotel buono se non si hanno troppe pretese, la camera doppia uso singola abbastanza grande ma non è il massimo della vita, può andar bene per una notte","n/c "
"La colazione è un po' deludente, caffè americano, latte,  insomma le solite cose","disappointment"
"Colazione soddisfacente ed inclusa nel prezzo La prima sistemazione proposta era molto scarsa: camera 101 nella parte vecchia","satisfaction"
"Camera piccola per due persone adulte, letto inadeguato, bagno piccolo, ascensore inadeguato","n/c "
"Solo la sensibilità del receptionist notturno ha permesso di ottenere una camera diversa per la prima notte (505) ed una camera adeguata in un'ala diversa dell'hotel per le successive due notti","n/c "
"Questa persona ha salvato il giudizio sul vostro hotel che pubblicherò su internet","n/c "
"L' ottima posizione e la disponibilità dello staff","n/c "
"Purtroppo la nostra stanza era veramente piccola idem il bagno, ma tutto questo viene annullato dalla posizione a pochissimi passi dal Louvre, dalle vie della moda e dal centro","n/c "
"Viaggio a Parigi per la lavoro una volta al mese e, per quanto sia abituata agli standard non altissimi degli hotel francesi non mi era mai successo di non riuscire a farmi la doccia per il disgusto di un bagno","disgust"
"La pulizia é davvero carente, praticamente inesistente","n/c "
"la struttura del bagno non è in muratura ma in plastica","n/c "
"come I bagni delle roulotte","n/c "
"agghiacciante","horror"
"Lo staff (siciliano di origini) e' simpatico","n/c "
"l'hotel renoir è davvero delizioso, piccolo ma confortevole e molto pulito","polite"
"La signora che lo gestisce e tutto lo staff sono disponibilissimi e cordialissimi,parlano bene l'italiano e mi hanno addirittura scritto una mail la settimana prima per sapere orari e preferenze per il mio arrivo","polite"
"Staff gentile Vicinissimo alla zona centrale di Cannes Camera pulita e spaziosa Posto tranquillo Ottima la colazione in giardino Parcheggio privato gratuito","calm;polite; "
"Hotel piccolo ma gestito egregiamente con un ottimo rapporto qualità/ prezzo","n/c "
"Con una piacevole passeggiata di 10 minuti si raggiunge il centro di Cannes, al ritorno e' in salita ma tranquillamente fattibile","joy"
"Da sottolineare la comodità e il risparmio del parcheggio gratuito in hotel","n/c "
"Staff gentile e accogliente","polite"
"Ottima colazione, camera grande con tv-frigo- aria condizionata e grande bagno","n/c "
"Parcheggio privato (anche se con posti limitati)","n/c "
"Posizione tranquilla e silenziosa a pochi minuti dal centro e dal mare","n/c "
"Hotel da ritornare per un piacevole soggiorno a Cannes","joy"
"La posizione dell'Hotel è ottima, hai la possibilità di raggiungere tutti I principali monumenti a piedi, il personale molto cordiale, internet gratis, bollitore con tisane, tè e caffè per un relax serale e un ottimo risveglio, consiglierò l'Hotel ai miei amici","n/c "
"hotel delizioso, arredato in stile Impero, sala colazioni adorabile, stanza ampia e curata nei dettagli, bagno grandissimo","n/c "
"Viaggio a Parigi per la lavoro una volta al mese e, per quanto sia abituata agli standard non altissimi degli hotel francesi non mi era mai successo di non riuscire a farmi la doccia per il disgusto di un bagno","disgust"
"Albergo molto carino in una posizione ottima","n/c "
"Camera confortevole e personale molto gentile","polite"
"Personale cordiale, capace e molto simpatico","n/c "
"Spero vivamente di avere ancora occasione di tornarci","positive-hope; "
"Ottima posizione","n/c "
"Personale gentile e disponibile","polite"
"Stanze pulite e arredi simpatici e originali","n/c "
"Ci torno","n/c "
"mancanza dell'aria condizionata in camera","n/c "
"Personale gentile, ottima posizione","polite"
"Superba la colazione per qualità e abbondanza","self-pride; "
"Ottima posizione con camera vista mare ed accesso a spiaggia privata","n/c "
"Bagno grande e nuovo","n/c "
"Ottima buffet a colazione con possibilità di mangiare fuori in terrazza","n/c "
"La posizione è meravigliosa le camere si affacciano sul mare bellissima vista tranquillità","calm"
"Minibar non funzionante nella suite","n/c "
"Una volta segnalato il disagio delle bibite calde, queste venivano ugualmente fatturate","n/c "
"Staff impreparato ad affrontare afflusso di clienti in sala colazioni, siamo stati costretti a iniziare la nostra colazione in piedi nonostante ci fossero tavoli liberi","courage"
"Mancavano sedie, e il maitre senza muovere un dito che stava tranquillamente a guardare le due povere cameriere che facevano quello che potevano, anzi le caricava di ulteriori incarichi che nulla avevano a che fare con l'emergenza in corso","anxiety"
"La posizione dell'hotel, la vista mare dalla camera, l'ampio parcheggio, la tranquillità dell'hotel, la cortesia del personale","calm"
"La posizione è bellissima pulizia stanze","n/c "
"albergo inserito in un parco - giardino molto bello","n/c "
"Camera con affaccio diretto sul golfo di trieste","n/c "
"Ottima la colazione con ampia scelta tra dolce e salato","n/c "
"La colazione è davvero scarsa, ci aspettavamo qualcosa di più viste le recensioni e il prezzo del pernottamento","n/c "
"Fatta eccezione per il primo giorno, nessuno ci ha chiesto se volevamo che la camera fosse pulita o asciugamani e lenzuola cambiati","n/c "
"La posizione della struttura è strategica e assolutamente eccellente per coloro che scelgono serata teatro e pernotto","n/c "
"Difficile il parcheggio ma non impossibile","n/c "
"Basta un poco di pazienza","n/c "
"L'appartamento è molto minimale ma non da mai l'impressione di essere freddo","n/c "
"Buona la colazione","n/c "
"Consiglio anche per soggiorni di più notti","n/c "
"Assenza reception, assenza di qualsiasi tipo di appendiabiti o altro in bagno, impossibilità di spegnere le luci della camera dal letto, una sola presa di corrente accanto al letto( o abat-jour o carica cellulare),colazione abbastanza modesta","n/c "
"Personale molto gentile e disponibile","polite"
"Buona posizione per visitare la città","n/c "
"Ottimo per lavoro, forse un po' meno per svago","n/c "
"Proprietaria molto gentile,personale eccelente","polite"
"cortesia dello staff, colazione buona, posizione vicino al centro e devo dire un ottimo rapporto qualita prezzo","n/c "
"Buon albergo in ottima posizione, camere pulite personale cortese","polite"
"Ottimo il ristorante dove si mangia veramente bene","n/c "
"La colazione buona, la signora addetta alle colazioni molto brava simpatica ci ha preparato un ottimo cappuccino","n/c "
"Siamo stati alloggiati in una piccola camera angusta con un arredamento pessimo al primo piano subito dopo la scalinata per questo anche rumorosissima","n/c "
"All'interno della stanza era collocata una panchina di legno rossa tipo spogliatoio di calcio anni 60, da comprenderne l'utilizzo","n/c "
"Molto difficile trovare un parcheggio vicino","n/c "
"Non è un vero albergo, ma un ristorante con camere annesse, per un soggiorno più lungo non molto indicato, per una notte va bene","n/c "
"Camera confortevole e pulita","n/c "
"Staff professionale e simpatico","polite"
"Ristorante annesso da provare","n/c "
"Camera piccolissima, direi che si possa considerare un motel","n/c "
"Alla sera la reception è all'interno di un ristorante/pizzeria: non è comodo trovarsi con armi e bagagli in mezzo a tavoli con gente che sta mangiando o al banco reception che è lo stesso della cassa del ristorante","n/c "
