"Best Shredder.....EVER!! We have owned two previous small business class shredders.  This is our third.  Without any doubt, it is the best shredder I have ever used/owned. I bought this to replace our reliable Fellowes DM15C Shredder.  That unit still works great, but my toddler son now has the dexterity and strength that would theoretically allow him to open up the sliding plastic CD/Credit Card sheild that served as the main barrier between his little hands and the powerful shredding mechanism.  Also, after watching one of our cats activate the shredder twice in the past week while using it as an intermediate step to the office window, it seemed like a problem waiting to happen. SAFE-SENSE (Every Shredder Should Have This) The main thing I liked about the SB-99Ci is the Safe-Sense technology that shuts off the shredding blades when a hand (or any other body part) gets too close to the blades.  In addtion to the no-brainer step of powering the thing off when I am not around, this technology looked like a very good backup protection to ensure that my young son retains all of his fingers until adulthood. The Safe-Sense technology is extremely effective.  I did not realize that it works by detecting fingers etc. when they come into contact with the metal trim that surrounds the shredder mouth (I thought the trim was just decorative...but it is functional).  This is an extremely reliable detection method (i.e. vs/ tryng to detect motion or heat) and IMMEDIATELY shuts down the shredder if it is operating, or prevents it from operating at all if it has not started up yet.  There is even a nice little LED indicator that lights up when the Safe-Sense shutoff is triggered, so it is very easy to test it out from time to time.  Of course, there is a well hidden switch (that requires positive effort to adjust) that allows you to disable Safe-Sense if you don;t want/need it, but I can't think of any good reason that anyone would want to do that. OTHER NICE STUFF While Safe-Sense was the primary motiviation for this purchase, I also really liked the clean and simple styling of the unit, and was very pleased to see that it has a good build-quality when I received it in-person. Another pleasant surprise is how QUIET this thing is when it is operating.  The motor is so quiet that the main thing you hear while it is doing its job, is the actual sound of the blades pulverizing whatever you are feeding into it.  The motor is a low-level (and low frequency) drone in the background.  I thought our previous Fellowes shredder was quiet, but the SB-99Ci puts it to shame. The designers of this unit also added some enhancements that, although not totally neccessary, are very nice to have.  For example, the strip of unique LED indicators on top of the shredder is great to have.  Our previous unit had a single indicator for ""bin-open"" and ""bin-full"" which forced you to do limited investigation to figure out why it was lighting up.  The SB-99Ci lets you know EXACTLY what is going on with an intuitive sybmol that lights up.  Finally, the little progressive ""efficiency graph"" is neat to watch, although I doubt I would ever use it to optimize my shredding throughput, which is purportedly what it is designed for. If you are looking for an attractively designed, well built, easy-to-use, and most importanly SAFE shredder for your home or small business, the Fellowes SB-99Ci is an excellent choice.","1.0"
"Hefty 30 Gallon bags fit My PS55CC lasted me 10 years so I knew I would be buying another Fellowes after it died.  I replaced it with a PS-79Ci but after 5000 pages over 1 weekend I decided I needed something larger.  So far I've been very happy with this one.  I wanted to point out that Hefty 30 Gallon Twist Tie Blue Large (2' 5.75"" x 3') trash bags ($4.59 for 24 at a midwest home center where you save big money) fit this shredder.  I think for this size of shredder you need to use a bag.  The bin is large and unwieldy and it is rather difficult to invert and empty it into a garbage bag.","1.0"
"I didn't beleive it... Having used shredders for years, I am very adept at jamming them.  I didn't believe that this shredder would not jam, but it is true.  You have to work hard to trick the sensor to cause it indigestion.  Even then, it will usually clear it automatically.  The Safesense safety feature is awesome and the design is high tech. It is more expensive than a lot of shredders out there but if quality and safety are important to you, it is worth it. Only negative so far is the wheels are difficult to put on.  I ended up leaving them off since I don't intend to move it around.","1.0"
"Worth The Money This is the 4th shredder that I owned.  The prior ones were noisy, and quickly jammed.  This is worth the money - you only get what you pay for.  Jams are corrected all by themselves - I tried to jam this machine, it is almost impossible.  Love the safe-guard technology that saves your fingers.  The metal that surrounds the paper slot is heat sensitive to your fingers or any other body part and immediately stops the machine.  This does not happen if you put paper on the metal strip.  The SB-99Ci was a little bigger and heavier than I thought, but it is medium to heavy duty use and lives up to that.  It takes 17 pages at once and most shredder bags and some recycling bags fit into the bin.  The other thing I love about this machine, is that when it indicates that the bag is full -it is full.  No need to tamp down the paper because it doesn't bunch up in the middle of the bin.  All the other shredders that I own, I had to constantly tamp down the paper and shred again cause the paper piled up in the centre and never filled the bags on their own.  This may seem small, but i have other things to do than to sit there tamping down paper, unjamming slots, and shredding 3-5 papers at a time.  I wanted a machine that I can put the paper in and that's that - no machine sitting.  Oh, and did I mention that it is extremely quiet - unbelievable!  Every other shredder let every one know I was shredding.  One thing though, don't forget to oil the machine.  This is quite simple, just put the oil bottle's nozzle along the slot with the machine in reverse and then run in reserve for 10 seconds (they say to do this after each bag full to perserve the cutters).  That is all the maintenance that it needs.  This is the one to own and the 2 year warranty is a plus and is the lifetime warranty on the cutting blades for the life of the shredder.  Fellowes is excellent on their warranties.","1.0"
"Almost a 5! This shredder was bought for a small office. I love the 17 page capacity and safety features it has built in. The second day we had it a toddler put his fingers by the shredder slot. Thank goodness the safety feature works!!! The only downfall I can see with this shredder is that when you empty the waste basket, you have to kind of play with it to get it to go back correctly. Not a big deal, but is a minor inconvenience. It will not work unless the waste basket is reinstalled correctly and tightly. It is a level 3 security shredder, munching up 17 pages with ease. Mine came with oil for the blades and 3 waste basket liners. The Amazon ad said it came with 36 liners, but that was a misprint and I believe they have corrected that. Even so it was a great deal and $80.00 less than the office supply store wanted for it. Best shredder I found for the money!!!!","1.0"
"Effective, effortless and safe The prior home office shredders had short life spans---too many jams, too little capacity, etc.  I felt a larger, stronger shredder would be the answer---and so bought this one.  It arrived fully assembled, except for the rollers (I needed help to install the castors).  So far: perfect.  Quiet.  Safe--authomatic sensor shuts the machine off should fingers and paws get too close to the slot.  Takes multiple sheets in larger quantities.  Window allows me to see when basket is full.  This is a new model for 2008 and I am very pleased with it!","1.0"
"INTELLISHRED SB-99CI SHREDDER 3229901 I have had 5 shredder's so far, burned them all out.  This schredder is possible one of the best I have ever used, aside from an industrial at the main office(4X the sixe and probably 5X the cost).  Mult-Sheet feeds / CD's / Staples - takes them all down.  Shredded an entire filing cabinet in a fraction of the time.  There is only one engineering modification I would make.  When removing the plastic bag it tears.  The reason is the fill window on the front of the machine.  Typical use would have a person shred a series documents then push the shredding to the bottom of the bag to allow additional clippings.  After several iterations of this the bag become quite snug in the bin.  The view window has a clear plate with 4 screws, I would recommend a rounded version of this window rather than sharp edges to ensure easy removal of the bag. Dont let this engineering design on the bag removal sway you from a truely amazing shredder, I solved the issue by simply not using a bag and then pouring the clippings into a hefty after shredding.","1.0"
"UNSATISFACTORY I bought the Powershred 99Ci based on its impressive specifications and features, and also because of the many positive reviews it had received online from other customers.  However, I'm not happy with this product.  The problems I encountered with the use of this shredder are as follow:  The 99Ci does not shred junk mail, i.e., unopened envelopes that contain more than 3 or 4 sheets of paper.  The machine is too sensitive in that it stops shredding when the paper bin is only half full, requiring frequent emptying of the bucket, which is a nuisance.  The 99Ci is advertised as having the capability to shred up to 17 sheets of paper at a time, but in my experience, sometimes it does and sometimes it doesn't; and when it does, it struggles to get the job done.  I haven't had a chance to test the machine's cool-down period that would be required after 25 minutes of continuous use, and therefore cannot provide any useful comment about that particular function.  In a nutshell, the 99Ci that I received and have used does not justify its high price.  The manufacturer should either improve this product, carefully check them all before they leave the assembly line, or lower the unit cost.","0.0"
"Solid shredder - The intellishred works very well to quickly dispose of reasonable sized stacks of documents.  It is very easy to load the documents in, and it is handy that the shredder indicates when it believes you are putting too many pages in and it will jam.  I upgraded from an 8 page shredder, and this one goes much faster.  In addition, its basket is easily accessed and the larger capacity means much less frequent emptying.  Although it is advertised as quiet, I would say it is only somewhat quiet (or quiet on a loud scale).  The most disappointing aspect is that it does not appear to easily take the advertised 15 pages at a time, and it is somewhat of a nuisance when it jams.","1.0"
"I Love This Beast! I had owned this shredder for about a week when it suddenly stopped shredding, so I requested permission to return it.  Then, it hit me that there might be a reset button on it.  Sure enough on the back of the shredder there is a power switch.  Apparently, a power surge had knocked out my power.  I  flipped that little switch and it was perfect again.  So, of course, I cancelled my return.  It says it will take 17 pages.  That's a bit of a stretch.  If you want to clog your machine, you can try 17 pages; however, about half that many will work better.  I have had my beast for three months now, and have done some pretty heavy-duty shredding--shredding a bunch of old income tax returns, etc., and she is humming right along.  I also love how quiet it is.  I have a smaller one that is much louder than this one.","1.0"
"Fellowes Powershed 99Ci Review While I like many of the features on this shredder (very quiet, doesn't continuously run when on, safe touch feature, can handle many sheets), there are also some negatives.  The paper is shredded into larger pieces than my previous device so it tends to stack up in the bin, requiring you to adjust the waste or empty the bin.  I also wish the bin was bigger.  I seem to have to empty this one more often than my last shredder although they are about the same size.  Otherwise, it's a very good product.","1.0"
"Not a Heavy Duty Shredder I went into this purchase because I read a ton of great reviews.  I was looking for a quiet shredder that would take 10-15 sheets at a time with a rate of about 10 fpm .  It sounded like this was it from the reviews. Fellowes claims in the specs that it will take up to 17 sheets at 12 fpm but it gets maxed out with no more than 4-5 sheets of 20lb paper.  It has a gauge on top that shows the level of difficulty.  When it peaks out (which is often), it reverses the blades and then tries it again.  This is how the ""anti-jam"" technology works.  But, that creates a lag-time that reduces the fpm by more than half.  So, I have to watch how many pages I feed it at a time. It has a 9 gallon bin which is a little flimsy and a when I pull it out, there are shredded pieces and some dust that fall outside the mouth of the bin.  So, there is some clean-up to do.  I keep a dust-buster handy to vacuum out the shell when I change the bag.  Sliding the bin into the shell requires lining it up just right and giving it a good shove or it wont close all the way. It is quiet, I'll give it that. Maybe I just got a lemon, but I am not impressed.","0.0"
"What a machine! I have owned other shredders, but this one is by far the best and most powerful.  And it is very quiet - as advertised.  I use this in my home office and it has handled every job without missing a beat.  I purposely tried to feed too much into it to see if it would jam - but it didn't.  When it senses an 'over feed' it stops, reverses enough to clear itself and then continues feeding and shredding the papers.  Very impressive.  The bin is a good size too, so you can accomplish quite a bit of shredding before having to empty it.  I would recommend this product to anyone looking for a good, reliable shredder.  So far it has been worry and trouble free.","1.0"
"Great shredder if you have cats The lock and cover on the top of the unit keeps my cats safe as they are drawn to shredders for some reason.  This has more than enough power for my home-office.  Very satisfied.","1.0"
"Quality Product Well made and works great.  Handles most jobs easily.  Hopefully it will prove to be durable and last a long time.","1.0"
"MEDIUM POWERED SHREDDER This is the 3rd shredder I have owned. I ungraded from a Staples $150.00 shredder which I owned for about 3 years to this higher price Fellows shredder at Amazon for $221 (office depot $250.00 staples $350.00) hoping for a more powerful and quiter machine. The Fellows SB-99Ci was quiet but lacked power. I at first was shredding only about 5-8 sheets and after about one month it started to jam on a regular basis. I would clear the machine and tried to use lubricant shredder sheets to speed it up and stop the jamming. I finally was shredding at max 5 sheets and experienced frequent jamming. I decided to return it to Amazon. Amazon was very helpful in returning the defective shredder.","0.0"
"RETURNED IT TWICE Right out of the box did not work.  We tried troubleshooting according to fellowes website--still did not work.  Returned to Amazon and received replacement. The replacement did the same thing!  We called fellowes customer service and tried what he had us try, same thing.  Nothing worked.  He basically said return it.  Possible bad batch of shredders produced and shipped to amazon??? Returned for a refund.  Now still looking for a heavy duty shredder.  Ugh!","0.0"
"Overheats constantly/can't take much paper. We use this as the law firm I work at and it's terrible.  It doesn't jam though. It overheats very quickly and won't be usable again for quite awhile.  It only shreds a few pages at a time.  We scan files into a computer to archive but can't shred the 150-200 pages per file.  It should be a very quick 20 minutes job but it ends up taking hours longer as we have to wait for the scanner to cool down and have to shred only a few pages at a time. We also had a wheel fall off and quite often the drawer doesn't fit back in and you have to shove it a few times.","0.0"
"Fellowes 99Ci Shredder Likes:  Better than the old Fellowes shredder, it has more features. With my old shredder, I forgot to read the instructions and did not service the shredder by applying vegetable oil to the cutters after each drawer fill up, so the old one broke down after a couple of years. The drawer size of 9 gallons takes my 13 gallon biodegradable bag nicely. You can stretch the bag over the back of the drawer, and the front has two protruding notches for the bag. I had lots of paper to shred, and completed 9 bags filled over a few days. Machine works well although none are extremely quiet. The specs. say you can shred 17 sheets. I prefer keeping the number of sheets in the green light. I found the following: 17 sheets = red light.  14-16 sheets = Orange 2 light.  11-13 sheets = Orange 1 light.  9-10 sheets = green 5 light.   8 sheets = green 4 light.  4-7  sheets = green 3  light.  3 sheets = green 2 light.  2 sheets = green 1 light. Must use vegetable oil on the cutter after filling each bag. You can buy shredder oil or I assume use any clear vegetable oil. Dislikes: Very minor issues. The castor wheels really need to be pounded into place.  I used clear shipping tape to smooth the edges inside the drawer around the viewing port. This keeps the bag from tearing when full.  The cut paper tends to bunch up directly under the cutter which trips the ""full' red light. You may have to open the drawer and pat down the paper three or four times before bag is full.  The small bottle of oil supplied is pretty small and you will have to make a stopper for it. Fellowes make a 12 oz. bottle with an extension nozzle that is too large. This really wastes the oil. I found a travel bottle with flip up nozzle that works well (try Target).","1.0"
"Better Than I Thought It Would Be It took me a short amount of time to figure out whether or not this unit was going to work for me.  I have a mountain of junk mail that I am helping a friend get rid of and I needed a powerful shredder that I wouldn't have to worry about getting clogged all the time.  Well this guy is doing the job!!  I'm not totally convinced that it is shredding 17 pages, but at least if I put an envelope that is too thick, it will let me know.  And so far, it has not jammed once. I am very pleased with this shredder and am happy to recommend it!","1.0"
"Fantastic Shredder This is the first serious shredder I have purchased.  I usually buy the $100 version from Costco.  This one is fantastic,a real work horse.  My shredding is now taking only a few minutes of my day while before it took my longer.  Very pleased with this model and all it's features.","1.0"
"Shreds Like a Champ Best shredder I have ever purchased.  I was looking for a shredder that would cross-cut paper as well as CD, Credit Cards, etc.  It handles all without complaint.  The jam proof system works very well.  The only real issue I have noticed is it can't really shred as many sheets at once as it says, but it's pretty close.","1.0"
"Fellowes Power Shred Always used Fellowes as a shredder.  This one was really heavy duy, easy to operate, easy to empty and easy to oil.","1.0"
"Very happy I have had the 99ci for a couple weeks and had a lot of shredding to catch up on.  It went through 2-1/2 full bankers boxes or compacted & filled 3 full size garbage bags with no issues.  Normally I only need it for about 10 pages a day but I was tired of cheap shredders. I have no complaints, it seems like a great shredder.","1.0"
"Worth the money Expensive but so far it's worth the money.  I've only owned cheap shredders and this blows away those.  I do have nicer ones at work that cost much more than this one and I must say I love these one a lot more.  So far no problems, features work well, especially the hands safety feature and the no jam.  So far I would say if you keep it oiled I think I will be very hard to actually jam it.  With most shredders though it's how long it last so only time will tell on that.......to be continued","1.0"
"Great shredder I had this same shredder for over 3 years at my work. This is remarkable because all previous shredders only lasted about 2 months. This came very quick and was easy to set up.","1.0"
"Very pleased with this purchase. This shredder is pretty quiet compared to our last shredder and handles CDs and credit cards without sounding labored. The cuts are fine and the basket is pretty big, we put wastebasket bags in it for convenience and they don't interefere with the sensor at all.","1.0"
"This thing a a big improvement over the one I had The unit has a reasonable sized trash can, and so far has been able to eat some thick stacks of paper and a few CD's. It is also cool to take the pre-approved credit offer and shred them without bothering to open them..","1.0"
"Don't buy it! I ordered this shredder for use in my home office.  I was impressed by the many reviews saying how great it is.  When I received it, it was broken.  There was a wire out of place that was preventing paper from going down the slot.  So, I called the Fellowes number that is on the shredder.  Customer service immediately knew what the problem was and agreed to send me a new one and a label to return the broken one.  Great customer service, I thought.  Then I received the second shredder.  It too was broken - simply would not turn on.  Another call to customer service; another prompt agreement to ship me a new one; and another return shipment label.  I now have the third.  This one shreds great, BUT the sensor that is supposed to shut off the machine when little fingers are near the top isn't working.  I have little ones so I care. So I will call again, get another new one, and take yet another trip to UPS to return this one.  I'm beyond frustrated.  And, I can't return it because the little sticker on top of the shredder is from Fellowes, not the company I bought the shredder from, and Fellowes says ""we don't do returns"" and I'm now beyond the time frame for return and don't have the original item to return to the company I bought the shredder from.  I wonder what will be broken on shredder number 4.  Bottom line - it probably works great if you don't get a lemon but you'll probably get a lemon.  I would avoid this shredder!","0.0"
"Lasted two years. We bought this for our business with the hopes that spending the extra money on a decent shredder would get us a little more time out of it.  While it worked, it worked well.  Now its dead and thats it.","0.0"
"Great Shredder Fellowes has been around for a long time and really know what they are doing.This shredder lives up to its advertising,Very quite and easy to use","1.0"
"Worth the price This was on my wish list for almost 2 years.  I kept taking extreme measures to have my older unit stay alive, but eventually, it would over heat with just one sheet paper.  In comes the new Fellows PowerShred 99Ci. I read all of the reviews, and decided that a few extra dollars for the more powerful unit would be the wiser investment.  I am happy with my decision. Here are the things that impress me: 1 - It is extremely quiet 2 - It has the power to shred 10+ thick stock paper 3 - It can continuously for almost 30 minutes before the over-heat function kicked in. 4 - It has an ""bin full shut-off"" indicator, that is a great safety feature 5 - It senses when fingers are near the shredder, and stops shredding. 6 - It has a large trash capacity, making it less of a hassle to empty it 7 - Compact design fits nicely in my office 8 - Decent looking, for a paper shredder. 9 - LED indicator tells me when I can feed it more (or less) paper based on the grade of the paper. Set up was super easy.  and I am pleased with this purchase.","1.0"
"great purchase I bought this shredder a couple of years ago (2011?) and it is still going strong.  It shreds full envelopes and is powerful.  The no jam technology prevents paper jams from occurring.  This is heavy duty.  Very good for home or office.  Worth every penny.","1.0"
